births_2017_18, natural_increase_2020_21, births_2020_21, births_2016_17, state_name_2021, net_internal_migration_2019_20, deaths_2018_19, internal_departures_2018_19, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, lga_name_2021, internal_arrivals_2017_18, overseas_departures_2020_21, deaths_2017_18, internal_arrivals_2016_17, lga_code_2021, net_overseas_migration_2019_20, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, erp_2021, erp_2020, erp_change_per_cent_2020_21, net_overseas_migration_2016_17, overseas_arrivals_2020_21, net_internal_migration_2018_19, overseas_arrivals_2016_17, net_overseas_migration_2018_19, overseas_arrivals_2017_18, area_km2, net_internal_migration_2020_21, overseas_arrivals_2019_20, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, births_2019_20, erp_2012, erp_2011, erp_2010, internal_departures_2019_20, erp_2016, deaths_2020_21, erp_2015, erp_2014, erp_2013, internal_departures_2020_21, erp_change_number_2020_21, internal_arrivals_2019_20, overseas_arrivals_2018_19, overseas_departures_2019_20, internal_departures_2017_18, deaths_2019_20, state_code_2021, natural_increase_2016_17, pop_density_2021_people_per_km2, net_overseas_migration_2020_21, primaryindex, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, internal_arrivals_2020_21, erp_2004, internal_arrivals_2018_19, net_overseas_migration_2017_18, natural_increase_2019_20, births_2018_19
1260,728,1167,1208,"Victoria",-1316,428,16871,847,16591,891,15126,"Melbourne",17696,17167,369,13806,"24600",5223,11982,386,159141,170317,178994,1047,169860,183628,-7.49779987335205,10399,3588,-800,25121,8630,24364,37.5452003479004,-917,21842,89937,94247,80154,85366,1824,1219,107578,100240,97623,16802,146096,439,136872,127975,118711,18382,-13768,15486,25221,16619,16649,492,2,822,4524.14697265625,-13579,173,14722,55398,65954,60415,76034,17465,71425,16071,9238,727,1275
2414,1985,2543,2305,"Victoria",4400,525,9467,2007,894,1916,784,"Melton",13972,861,498,11282,"24650",977,7383,458,148618,156718,164936,4807,179107,172398,3.89159989356995,1452,337,4849,2155,1362,2161,527.537414550781,5248,2023,92552,99935,80595,86196,3899,2614,118329,112643,106848,9628,141420,558,134915,129309,123936,10100,6709,14028,2256,1046,9165,529,2,1847,339.515289306641,-524,174,703,52504,63837,57724,74316,15348,69145,14316,1377,2085,2532
715,97,609,767,"Victoria",-379,504,3309,229,306,224,270,"Mildura",2722,297,491,2371,"24780",334,2666,438,55142,55516,55779,-319,55235,55916,-1.2179000377655,450,116,-433,703,467,739,22081.919921875,-597,693,51140,51373,50540,50855,-295,672,52475,51822,51625,2916,54658,512,54156,53737,53156,3151,-681,2537,773,359,3041,490,2,329,2.50139999389648,-181,175,253,48865,49534,49405,49981,2554,49677,2876,469,182,733
575,374,647,548,"Victoria",1042,252,3479,356,156,359,138,"Mitchell",4155,113,216,3499,"24850",169,2938,236,42903,44298,46087,799,49216,47627,3.33629989624023,235,59,1197,363,236,375,2862.08374023438,1269,352,32302,32897,30723,31529,561,595,36384,35105,33892,3380,41795,273,40264,39084,37788,3491,1589,4422,392,183,3356,266,2,312,17.1958999633789,-54,176,128,27526,29158,28179,30492,4760,29862,4676,237,329,608
334,-65,260,311,"Victoria",11,325,2000,-1,74,20,65,"Moira",1958,49,314,1919,"24900",80,1831,345,29652,29797,29920,11,30001,30012,-0.0366999991238117,112,27,10,174,114,179,4045.92016601562,76,168,27968,28140,27477,27703,88,305,28675,28406,28331,1850,29486,325,29288,29100,28905,2051,-11,1861,188,88,1947,304,2,-34,7.41510009765625,-22,177,62,26404,26583,26437,26969,2127,26684,2010,114,1,324
1784,158,1483,1874,"Victoria",-2709,1313,15750,347,6425,530,5714,"Monash",11901,6421,1254,11041,"24970",4417,14409,1274,196922,200212,202896,-3718,197980,204845,-3.35130000114441,7065,1852,-3900,12274,6237,12192,81.4829025268555,-2454,11323,171321,174398,167010,169145,-3368,1608,180312,177345,175731,14427,192625,1325,189174,186150,183255,15823,-6865,11718,12662,6906,15619,1367,2,600,2429.71215820312,-4569,178,5209,162135,162824,162430,164949,13369,163495,11850,6478,241,1660
1421,381,1196,1479,"Victoria",-427,761,9636,614,1360,661,1207,"Moonee Valley",9101,1334,760,8330,"25060",1255,8413,704,125411,127906,130313,52,129379,131702,-1.76380002498627,1848,476,31,2933,1762,2989,43.1384010314941,-1846,2795,108417,110367,105717,106716,-83,1359,113673,112180,111363,9495,122871,815,120231,117763,115464,11124,-2323,9068,3122,1540,9049,798,2,775,2999.16088867188,-858,179,1085,104793,104629,104856,105059,9278,104632,9667,1782,561,1375
404,181,413,376,"Victoria",745,178,2314,240,55,213,48,"Moorabool",2647,47,191,2298,"25150",58,1782,208,33442,34156,35051,419,36773,36002,2.1414999961853,86,20,574,129,81,130,2110.55029296875,617,121,26813,27453,26077,26431,516,388,29363,28670,28047,2188,32672,232,31748,31066,30410,2473,771,2933,136,63,2228,240,2,168,17.4234008789062,-27,180,43,24839,25197,24943,25783,3090,25378,2888,82,148,418
2562,1016,2184,2505,"Victoria",-1009,1132,15747,1363,3129,1384,2792,"Moreland",14697,3058,1178,13076,"25250",2549,13478,1189,176974,181780,185811,-194,184707,188660,-2.09529995918274,3766,1035,-925,6298,3593,6408,50.9522018432617,-2946,6013,146450,150114,140872,143694,-402,2451,156967,154247,152261,15559,172294,1168,167870,164099,160282,18191,-3953,14550,6722,3464,14891,1142,2,1316,3625.103515625,-2023,181,2532,135540,136630,136156,138963,15245,137642,14822,3616,1309,2495
1509,-107,1414,1537,"Victoria",830,1420,9849,90,507,69,447,"Mornington Peninsula",10776,461,1440,9615,"25340",503,8099,1478,163834,165823,167619,1208,168865,168832,0.0195000004023314,731,181,1000,1134,706,1159,723.992004394531,420,1086,144403,147002,139317,141740,1516,1389,151700,149271,148542,9187,161528,1521,158831,156500,154001,10672,33,10017,1213,583,9568,1509,2,59,233.241500854492,-280,182,403,131574,135620,133997,137759,11092,136674,10849,712,-120,1510
139,-54,139,127,"Victoria",245,180,1292,-39,45,-31,40,"Mount Alexander",1413,29,170,1189,"25430",49,996,188,19297,19514,19751,180,20196,19999,0.985000014305115,68,17,208,106,68,108,1529.61828613281,263,101,17585,17683,17304,17415,193,137,18053,17872,17806,1175,19097,193,18794,18501,18247,1236,197,1420,113,52,1233,183,2,-61,13.2033004760742,-12,183,38,16881,17153,16968,17240,1499,17180,1500,68,-46,141
189,78,197,161,"Victoria",-17,126,1246,51,47,63,41,"Moyne",1182,30,126,946,"25490",50,997,127,16793,16887,16952,-43,17221,17023,1.16310000419617,73,18,-57,111,71,115,5481.68603515625,132,105,15848,15976,15708,15744,-51,172,16304,16167,16082,1072,16737,119,16591,16512,16431,1145,198,1055,118,55,1225,134,2,34,3.14159989356995,-12,184,38,15525,15605,15578,15635,1277,15597,1189,74,38,177
125,3,122,125,"Victoria",75,136,1069,-19,34,-2,30,"Murrindindi",1158,31,127,1003,"25620",37,878,121,14234,14478,14568,193,14887,14659,1.55540001392365,53,13,56,81,53,83,3879.75048828125,243,77,13748,13352,13663,13690,125,102,13456,13335,13318,1024,14052,119,13848,13687,13563,994,228,1099,87,40,965,123,2,4,3.8371000289917,-18,185,28,13257,13395,13349,13472,1237,13381,1125,53,-21,117
611,229,524,599,"Victoria",-400,284,4405,294,208,376,181,"Nillumbik",3760,200,235,3542,"25710",224,3766,247,64618,64941,65099,-369,64659,65200,-0.829800009727478,316,78,-450,478,314,497,432.337310791016,-648,465,62367,62785,61515,61858,-224,551,62935,62716,62838,4064,64174,295,63675,63433,63174,4728,-541,3664,522,241,4129,274,2,352,149.556793212891,-122,186,162,60444,60452,60501,61102,4080,60682,3955,316,277,578
105,0,119,105,"Victoria",-29,121,828,-15,28,-30,25,"Northern Grampians",673,18,135,619,"25810",31,675,145,11517,11430,11401,-99,11381,11401,-0.175400003790855,43,11,-57,66,43,67,5729.87646484375,-13,64,12087,12117,12095,12095,-56,101,11970,12054,12113,681,11570,119,11644,11777,11880,712,-20,652,71,33,772,103,2,-40,1.98629999160767,-7,187,23,12857,12616,12793,12285,699,12460,771,42,-2,106
1313,594,1069,1330,"Victoria",-1439,479,12095,757,3358,822,3045,"Port Phillip",11149,3359,491,10227,"25900",1539,11469,483,110656,113265,115620,-466,112092,116417,-3.71510004997253,2424,852,-604,5187,2202,5298,20.6140995025635,-2412,4975,93174,95272,89641,91490,-1242,1210,99893,97276,96375,12378,108627,475,106381,104451,102156,13935,-4325,10939,5560,3436,11615,513,2,847,5437.63720703125,-2507,188,2763,80054,84170,82220,87831,11523,86017,11491,2253,697,1236
61,-17,51,57,"Victoria",92,70,542,-3,7,8,7,"Pyrenees",588,4,53,551,"25990",6,505,72,7358,7353,7470,-22,7622,7555,0.886799991130829,11,3,111,16,9,16,3434.56860351562,85,14,6661,6721,6648,6650,46,55,6860,6759,6748,443,7316,68,7179,7047,6938,547,67,535,16,8,610,68,2,-15,2.21919989585876,-1,189,5,6541,6551,6546,6603,632,6561,653,9,-13,67
20,-19,19,11,"Victoria",79,33,307,-16,9,-18,8,"Queenscliffe",296,9,38,294,"26080",11,266,22,2959,2982,2939,27,3054,3008,1.52929997444153,13,4,-41,21,14,22,8.61660003662109,70,21,3077,3065,3086,3081,28,14,3057,3061,3059,228,2929,38,2933,2970,3002,282,46,307,23,10,269,35,2,-11,354.432098388672,-5,190,8,3226,3158,3196,3104,352,3119,266,14,-21,17
282,-32,254,269,"Victoria",331,273,1771,4,49,28,43,"South Gippsland",1961,31,254,1692,"26170",54,1596,254,29321,29575,29910,151,30455,30243,0.700999975204468,88,19,255,129,76,118,3296.33081054688,256,112,26556,26903,26128,26350,96,245,27926,27512,27173,1562,29122,286,28781,28521,28273,1818,212,1893,125,58,1810,297,2,15,9.23910045623779,-12,191,41,25762,25910,25786,26068,2074,25957,2026,75,-52,277
198,-24,166,166,"Victoria",23,173,1005,3,38,33,33,"Southern Grampians",904,25,165,806,"26260",40,859,169,16123,16134,16098,-79,16047,16131,-0.520699977874756,56,15,-100,88,61,90,6654.0185546875,-50,85,16869,16822,16858,16874,-53,159,16461,16571,16705,843,16123,190,16162,16255,16355,917,-84,866,99,45,983,189,2,-3,2.41160011291504,-10,192,32,16873,16880,16862,16879,867,16854,905,57,-30,176
1062,274,894,1129,"Victoria",-933,649,11787,417,3701,454,3366,"Stonnington",11027,3710,608,10093,"26350",1374,10237,680,113772,116281,117776,-152,114340,118567,-3.5650999546051,2464,877,-1048,5521,2126,5573,25.6509990692139,-1668,5111,96841,98186,94056,95228,-144,971,101410,98853,98728,11568,111003,620,108028,105894,103487,13139,-4227,10635,5827,3737,11179,621,2,449,4457.52587890625,-2833,193,3057,89424,91034,90370,92893,11471,92061,10739,2207,350,1066
90,-32,94,94,"Victoria",211,116,740,-25,25,-39,22,"Strathbogie",869,19,129,739,"26430",28,639,104,10484,10644,10778,161,11167,10990,1.61059999465942,37,10,121,58,38,60,3303.2568359375,218,57,9552,9564,9509,9538,100,89,9744,9598,9598,598,10357,126,10175,10018,9867,713,177,809,63,29,708,116,2,-10,3.38059997558594,-9,194,21,9558,9564,9538,9455,931,9489,861,38,-27,91
366,221,415,324,"Victoria",1024,218,2187,167,116,204,102,"Surf Coast",2639,111,162,2513,"26490",126,1956,167,31347,32252,33457,527,36278,34761,4.36409997940063,168,43,860,265,178,276,1552.94396972656,1364,263,24064,25052,22333,23135,557,340,27530,26666,25861,2014,30465,194,29625,28874,28228,2203,1517,3038,294,137,2112,186,2,157,23.3607997894287,-68,195,97,20556,21292,21001,21819,3567,21518,3047,174,154,385
305,110,277,317,"Victoria",-351,197,1495,91,98,126,87,"Swan Hill",1070,96,179,935,"26610",108,1274,179,20847,20760,20650,-364,20159,20524,-1.77839994430542,152,38,-353,233,152,238,6115.537109375,-417,224,20976,21043,20950,20972,-339,294,20971,20865,20982,1393,20896,167,20893,20940,21003,1397,-365,1042,250,116,1434,177,2,138,3.29640007019043,-58,196,81,21025,21064,21065,20977,980,21009,1142,151,117,288
53,-13,45,61,"Victoria",75,65,476,-24,6,-3,5,"Towong",483,4,56,452,"26670",8,469,65,6039,6054,6039,9,6073,6101,-0.45890000462532,14,2,1,19,8,14,6675.17236328125,-13,14,6048,6050,6097,6060,-17,48,5940,5918,6004,415,6046,58,6005,5982,5961,495,-28,490,14,6,474,69,2,-4,0.909799993038177,-2,197,5,6216,6148,6196,6105,482,6138,477,9,-21,41
293,11,275,316,"Victoria",-74,292,1503,5,55,16,49,"Wangaratta",1523,36,277,1324,"26700",59,1188,265,28853,29086,29184,138,29379,29191,0.643999993801117,74,21,13,120,80,128,3645.10961914062,192,125,27005,27111,26776,26871,136,293,27438,27212,27200,1549,28592,264,28143,27862,27650,1475,188,1475,135,66,1385,271,2,51,8.05980014801025,-15,198,46,26260,26378,26341,26608,1667,26464,1516,79,22,297
352,70,347,367,"Victoria",63,317,2286,74,194,65,172,"Warrnambool",1948,125,287,1877,"26730",212,1932,281,34569,34863,35181,-68,35607,35522,0.23929999768734,296,72,-62,458,306,469,120.948699951172,68,439,31696,32036,30959,31380,-55,363,33059,32667,32370,1830,34242,277,34005,33729,33423,2047,85,1893,500,227,2016,297,2,86,294.397491455078,-53,199,162,29180,29998,29658,30553,2115,30266,2224,297,66,391
462,12,423,507,"Victoria",204,394,3144,90,121,54,108,"Wellington",2975,80,408,2243,"26810",133,2274,390,43801,44017,44378,-25,45092,44761,0.739499986171722,185,46,84,287,187,295,10817.4228515625,353,276,41174,41506,40682,40897,-31,446,42445,42068,41803,2886,43530,411,43172,42948,42721,3055,331,3090,308,143,3000,400,2,117,4.16849994659424,-34,200,102,40835,40533,40671,40504,3408,40481,3228,187,46,484
48,6,44,43,"Victoria",-45,43,291,-2,4,7,4,"West Wimmera",244,2,41,226,"26890",4,277,40,3894,3862,3839,-43,3750,3809,-1.54900002479553,5,2,-25,8,4,8,9108.6796875,-65,8,4452,4427,4539,4488,-51,47,4214,4287,4373,271,3937,38,3974,4038,4124,291,-59,226,8,4,287,36,2,3,0.411700010299683,0,201,3,4808,4707,4749,4583,226,4636,266,4,11,41
1710,250,1368,1804,"Victoria",-1630,1091,13895,495,3803,680,3399,"Whitehorse",11458,3798,1030,10470,"26980",3149,12082,1122,173263,176273,178779,-2076,175970,180664,-2.59820008277893,4552,1194,-2305,7664,4316,7805,64.2800979614258,-2340,7351,153487,155959,149017,151180,-1612,1521,159661,157538,157058,12834,169641,1118,166679,164320,162081,14690,-4694,11204,8119,4202,13534,1155,2,682,2737.55029296875,-2604,202,3112,146178,146036,146110,147344,12350,146453,11590,4406,366,1586
3441,1843,2945,3481,"Victoria",1592,1097,12251,2284,2036,2474,1789,"Whittlesea",13645,1963,967,12780,"27070",2340,9890,922,215686,223347,230297,2060,237932,236411,0.643400013446808,3179,767,1556,4786,3110,4916,489.693786621094,874,4719,138446,145445,128491,132938,2890,3283,169993,160800,152709,11695,207058,1102,196847,187899,179272,13131,1521,13287,5146,2379,11585,1101,2,2559,485.879089355469,-1196,203,1607,117390,122215,119629,125893,14005,123736,13807,3127,2182,3381
535,184,502,557,"Victoria",161,326,3585,263,125,269,111,"Wodonga",3747,82,266,3285,"27170",135,3093,225,40812,41429,42083,156,43186,42645,1.26859998703003,188,47,193,292,198,303,433.002105712891,392,282,34157,34654,33595,33837,192,556,36758,36025,35287,3460,40100,318,39223,38369,37575,3378,541,3621,323,147,3591,290,2,332,99.736198425293,-35,204,104,31964,32995,32481,33597,3770,33528,3778,192,266,589
4785,3674,4556,4505,"Victoria",4755,817,15112,4091,3212,4025,2838,"Wyndham",20157,3109,760,17594,"27260",3619,12153,771,241071,255367,270607,5472,289571,283082,2.29229998588562,4888,1205,6392,7523,4757,7637,542.094299316406,4719,7358,133063,143405,115161,123778,5441,4885,179131,166699,155251,14843,227008,882,213815,201512,190211,16205,6489,19598,7969,3739,14685,784,2,3734,534.1708984375,-1904,205,2635,86604,95776,90333,108795,20924,101789,21504,4799,4101,4908
1126,503,906,1125,"Victoria",-410,388,10914,697,2379,799,2136,"Yarra",10590,2393,327,10141,"27350",1367,9840,379,95994,98567,101516,-167,99622,103076,-3.35089993476868,2053,680,334,3971,1918,4077,19.5421009063721,-2244,3860,75868,77311,72808,74289,301,1017,81268,78903,78430,11370,92894,403,89923,87228,83962,13613,-3454,10960,4297,2493,10757,414,2,746,5097.814453125,-1713,206,1918,68522,70115,69415,71719,11369,70811,11248,1941,603,1085
1792,836,1727,1841,"Victoria",-895,850,9747,1140,424,991,371,"Yarra Ranges",9211,409,801,8556,"27450",462,8559,865,156869,158171,159474,-342,158831,159901,-0.669200003147125,670,159,-480,1002,643,1024,2468.205078125,-1656,956,145884,147663,143393,144485,-3,1738,149864,148901,148473,9413,155226,891,153391,151968,150902,10690,-1070,8518,1067,494,9553,878,2,976,64.3507995605469,-250,207,332,141674,142928,142449,142928,9034,142827,9267,653,860,1990
61,-32,55,55,"Victoria",-15,110,453,-54,10,-30,9,"Yarriambiack",496,7,91,425,"27630",11,458,96,6684,6658,6637,-11,6451,6587,-2.06469988822937,15,4,18,23,15,24,7325.796875,-101,23,7438,7412,7609,7505,-33,65,7095,7183,7312,415,6743,87,6826,6924,7032,460,-136,400,25,12,507,111,2,-41,0.880599975585938,-3,208,8,8184,7982,8095,7715,359,7847,471,15,-46,56
4,3,3,6,"Victoria",5,0,55,3,3,4,3,"Unincorporated Vic",42,2,0,54,"29399",4,53,5,899,889,881,-20,910,894,1.78970003128052,5,1,-17,8,6,9,283.190307617188,14,8,745,749,757,741,1,4,797,769,759,54,892,0,862,835,808,54,16,59,9,4,62,0,2,1,3.21339988708496,-1,209,3,451,578,516,697,68,638,38,6,4,3
41,12,19,35,"Queensland",-68,7,56,24,2,34,2,"Aurukun",65,1,7,49,"30250",2,62,3,1343,1381,1418,2,1347,1370,-1.67879998683929,1,1,12,4,1,4,7423.9892578125,-35,4,1252,1315,1089,1164,-13,31,1372,1398,1365,124,1323,7,1321,1332,1350,108,-23,56,3,2,63,13,3,32,0.181400001049042,0,210,3,1074,1100,1109,1098,73,1110,68,2,18,31
74,30,64,71,"Queensland",-79,28,399,53,21,43,20,"Balonne",271,12,31,236,"30300",11,377,32,4373,4333,4361,-94,4286,4320,-0.787000000476837,14,8,-38,32,13,31,31104.0859375,-60,31,4786,4813,4754,4760,-141,56,4787,4862,4833,376,4461,34,4610,4726,4776,358,-34,297,34,20,365,29,3,39,0.137799993157387,-4,211,18,5473,5174,5336,4878,298,5000,361,11,27,81
186,102,198,196,"Queensland",-199,94,1208,96,77,99,74,"Banana",940,44,87,628,"30370",41,881,78,14485,14287,14155,-339,13985,14064,-0.561699986457825,50,30,-275,118,47,116,28550.162109375,-167,116,14880,14941,15026,14883,-253,158,14852,14812,14855,1093,14570,96,14707,14860,14948,1084,-79,894,124,75,1279,91,3,118,0.489800006151199,-14,212,68,15534,15136,15328,14913,917,14959,933,42,67,190
37,11,36,35,"Queensland",-28,22,252,14,4,20,4,"Barcaldine",201,2,17,135,"30410",3,200,14,2868,2851,2848,-40,2800,2814,-0.497500002384186,3,2,-20,7,3,7,53382.65234375,-25,7,3322,3303,3341,3338,-65,20,3249,3292,3295,258,2909,25,3082,3166,3232,266,-14,230,7,4,241,29,3,21,0.0524999983608723,0,213,4,3483,3388,3482,3359,241,3350,232,3,-9,36
3,4,4,0,"Queensland",-4,4,32,-4,0,0,0,"Barcoo",28,0,3,19,"30450",1,21,4,267,267,266,-1,262,263,-0.380199998617172,1,0,2,1,1,1,61830.16796875,-5,1,371,360,370,364,-2,3,348,363,360,35,272,0,296,317,333,44,-1,31,1,0,29,3,3,-4,0.00419999985024333,0,214,0,454,408,437,381,39,404,34,1,0,0
22,-2,22,28,"Queensland",-26,14,162,6,3,-1,3,"Blackall Tambo",158,2,23,94,"30760",1,149,24,1876,1863,1868,-14,1827,1845,-0.975600004196167,2,1,-3,5,2,5,30537.248046875,-15,4,2124,2171,2063,2076,-55,21,2236,2257,2216,147,1925,24,2035,2152,2214,167,-18,121,5,3,172,19,3,4,0.059799998998642,-1,215,3,2385,2218,2327,2126,152,2164,159,2,2,20
14428,8030,14348,14908,"Queensland",410,6307,69399,8267,29818,7998,28526,"Brisbane",66511,19335,6430,57949,"31000",10840,57023,6309,1208663,1230938,1253647,2824,1272461,1272619,-0.0124000003561378,14386,10347,1354,41130,13088,39979,1342.71728515625,800,39159,1033472,1057692,987831,1010222,926,14175,1111798,1089879,1073144,65742,1184752,6318,1165437,1149107,1131996,71932,-158,66152,42906,28319,63687,6453,3,8599,947.676025390625,-8988,217,26744,885787,930535,908289,967989,72732,949935,70753,11453,7722,14574
183,-1,171,169,"Queensland",-113,185,1105,20,119,32,114,"Burdekin",744,68,151,633,"31900",69,830,145,17232,17073,16969,-257,16844,16951,-0.631200015544891,79,47,-197,184,73,180,5043.931640625,-85,184,17653,17776,17451,17568,-197,182,17862,17775,17786,924,17326,172,17566,17695,17754,1009,-107,811,192,115,1001,156,3,24,3.33949995040894,-21,220,105,18158,17846,18038,17536,924,17636,908,66,26,205
5,2,5,6,"Queensland",-5,0,26,0,1,-1,1,"Burke",26,1,6,18,"31950",1,19,3,345,352,354,7,354,354,0.0,1,0,1,2,1,2,39681.22265625,-1,2,542,543,512,532,-1,4,551,557,549,28,342,3,396,450,506,23,0,23,2,1,19,0,3,3,0.00889999978244305,-1,221,1,490,501,496,506,22,492,27,1,4,0
12,5,8,8,"Queensland",-11,3,50,6,1,9,1,"Boulia",37,1,3,31,"30900",0,48,3,424,425,423,-8,419,416,0.721199989318848,0,1,-8,1,0,1,60906.46875,-2,1,443,456,434,428,-17,7,486,493,485,42,436,3,459,473,481,44,3,31,1,1,45,3,3,5,0.00689999992027879,0,216,1,566,502,534,456,42,477,42,0,4,9
0,6,6,0,"Queensland",-2,0,30,6,0,-3,0,"Bulloo",16,0,3,7,"31750",1,21,0,343,330,325,-11,322,324,-0.617299973964691,1,0,-12,1,1,1,73722.0078125,-8,1,379,390,380,369,-14,0,410,418,405,21,356,0,372,388,396,27,-2,19,1,0,27,0,3,0,0.00439999997615814,0,218,0,450,429,445,397,19,417,18,1,0,6
949,-13,949,936,"Queensland",205,901,6086,72,638,14,617,"Bundaberg",5899,367,935,4794,"31820",383,4871,844,94697,95280,95844,215,96914,96358,0.577000021934509,426,250,93,996,399,971,6431.0888671875,686,1006,88599,90335,84816,86486,-77,882,93293,92063,91400,5341,94256,962,94028,94025,93850,5712,556,5546,1037,623,5684,956,3,92,15.0696001052856,-117,219,570,77430,79559,78571,82876,6398,80991,6179,354,-74,973
2152,1108,2109,2249,"Queensland",-597,923,11368,1177,1928,1156,1873,"Cairns",10025,1112,996,9346,"32080",1088,9767,915,163762,165462,166849,-510,168853,168414,0.260699987411499,1276,758,-1002,3007,1212,2927,1689.32275390625,-315,2966,141403,145962,131843,136251,-421,2075,154041,150992,148943,10525,161573,1001,159944,158574,156764,10856,439,9928,3140,1878,10535,1001,3,1334,99.9531021118164,-354,222,1731,115373,120286,117266,127336,10541,123392,10366,1054,1074,2100
34,17,33,37,"Queensland",-27,16,198,5,7,14,8,"Carpentaria",162,3,20,108,"32250",3,188,16,1994,1974,1975,-35,1971,1969,0.101599998772144,2,2,-7,9,3,9,64121.01171875,-14,10,2124,2136,2003,2087,-80,30,2170,2197,2182,202,2051,16,2092,2112,2146,184,2,175,10,7,197,12,3,21,0.0307000000029802,-1,223,7,2246,2242,2253,2080,170,2191,191,1,18,21
380,116,365,396,"Queensland",16,244,2168,109,257,113,249,"Cassowary Coast",1737,149,267,1390,"32260",141,1413,252,29578,29679,29791,-152,29900,29962,-0.206900000572205,170,101,-158,400,161,389,4687.82421875,-130,391,28739,28761,28603,28706,-23,305,28880,28636,28718,1905,29287,249,29098,29038,28950,2032,-62,1921,418,250,1889,291,3,144,6.3782000541687,-48,224,230,29536,29438,29447,29124,1902,29337,2010,140,14,353
469,296,403,480,"Queensland",-379,93,3096,351,115,374,111,"Central Highlands (Qld)",2389,65,95,1924,"32270",61,2470,97,28604,28636,28702,-404,28548,28723,-0.609300017356873,77,45,-356,178,71,173,59834.8359375,-451,174,28090,28714,27265,27596,-546,456,29741,29541,29082,2713,28690,107,29143,29598,29782,2797,-175,2334,186,113,2793,117,3,383,0.477100014686584,-20,225,101,24581,25540,25054,26661,2346,26141,2740,62,339,444
